Date,Gross Revenue,Net Sales,Orders,Units,Customized Units,Re-fulfilled Units,COGS,Packaging Materials,Product Cost,Discounts,Shipping,Taxes,Other Adjustments,Transactions,New Customers,Repeat Customers,Returns,Inventory Returns,Refulfilled Return Units
2016-10-27,7155.97,7037.43,25,27,3,0,2732.4344316864185,67.5,1981.2489616864184,-204.5,539,85.96000000000001,0,25,18,0,0,0,0
2016-10-28,6655.3404,6612.2704,25,27,6,0,2630.7282949719242,67.5,1896.8724533719244,-136,534,62.93,0,25,17,1,0,0,0
2016-10-29,4265.8026,4198.0826,16,17,2,0,1608.6480149169477,42.5,1130.6436195169476,-130.5,351.16,62.78,0,16,7,2,0,0,0
2016-10-30,7462.5452,7332.0352,27,28,6,0,2801.0852073199453,70,1986.5361865199452,-242.5,593.5200000000001,81.99,0,27,16,0,0,0,0
2016-10-31,6977.0878,6745.7078,27,28,4,0,2668.32202303126,70,1880.7764968312597,-273,583.5200000000001,19.42,0,27,14,4,0,0,0
2016-11-01,8686.2052,8661.165200000001,25,33,6,0,3149.6245166498293,82.5,2324.5507258498287,-174,564.0000000000002,126.7599999999999,0,25,19,0,0,0,0
2016-11-02,5442.6704,5138.0304,21,21,8,0,2147.9487170569473,52.5,1562.6858354569472,-348,429.96000000000004,43.36,0,21,17,1,0,0,0
2016-11-03,11192.5052,11048.8352,30,43,8,0,4119.802097316871,107.5,3078.685876516871,-279.49999999999994,707.8000000000001,105.83,0,30,17,0,0,0,0
2016-11-04,5253.72,5155.1,17,21,4,0,2013.7036955963413,52.5,1456.9857955963412,-205.5,400.92,106.88,0,17,7,1,0,0,0
2016-11-05,5607.04,5406.9,21,22,1,0,2084.0453058363305,55,1465.6852058363306,-267.5,454.96000000000004,37.36,0,21,14,0,0,0,0
2016-11-06,8136.7652,7820.9452,28,31,6,0,3075.359766517291,77.5,2230.972355717291,-328.5,608.2800000000001,12.68,0,28,18,0,0,0,0
2016-11-07,4723.3926,4604.3226,17,18,6,0,1729.348742171986,45,1224.503386771986,-192.49999999999997,365.92,43.43,0,17,10,2,0,0,0
2016-11-08,7199.2778,6916.1378,25,27,4,0,2701.0932013315496,67.5,1953.4252051315495,-385,539,41.86,0,25,16,1,0,0,0
2016-11-09,7243.67,7158.2,22,28,5,0,2624.445570653346,70,1923.737770653346,-149,484.72,63.53,0,22,12,3,0,0,0
2016-11-10,5510.36,5317.86,19,21,3,0,2183.1890534890667,52.5,1612.2311134890665,-192.5,410.44000000000005,0,0,19,14,0,0,0,0
2016-11-11,4308.962600000001,4320.442600000001,13,16,3,0,1550.7572498504362,40,1133.784414450436,-75,286.8800000000001,56.480000000000004,0,13,10,0,0,0,0
2016-11-12,4359.11,4189.71,15,17,2,0,1681.2681932803448,42.5,1218.2666032803447,-212,336.40000000000003,42.6,0,15,9,0,0,0,0
2016-11-13,7333.467800000001,7186.0778,20,30,5,0,2659.7311769235553,75,2007.1349207235553,-266.5,435.20000000000005,74.7099999999999,0,20,13,0,0,0,0
2016-11-14,5412.5152,5210.8152,19,20,4,0,2005.2598371196202,50,1417.7061963196202,-291.7,430.44000000000005,0,0,19,8,1,0,0,0
2016-11-15,8889.15,8345.1,31,36,5,0,3447.6365104611414,90,2491.0286104611414,-590.818,703.8000000000001,38.11,0,31,15,2,0,0,0
2016-11-16,5532.76,5410.14,17,21,2,0,2029.913541047782,52.5,1475.799481047782,-162,390.92,17.18,0,17,9,0,0,0,0
2016-11-17,4773.979999999999,4655.479999999999,13,18,1,0,1775.2319192983887,45,1337.9429992983885,-118.5,296.88000000000005,0,0,13,7,0,0,0,0
2016-11-18,2862.1126,2805.9226,11,11,1,0,1105.9663275593434,27.5,788.9345721593434,-100,232.36,43.81,0,11,7,1,0,0,0
2016-11-19,3143.4926,3117.9926,11,12,2,0,1157.2816977791717,30,830.8999123791717,-55.5,232.36,0,0,11,9,0,0,0,0
2016-11-20,4745.3478000000005,4686.5178,15,17,6,0,1764.444542070766,42.5,1270.555525870766,-112,352.88,23.17,0,15,5,1,0,0,0
2016-11-21,9963.5152,9494.2352,30,38,9,0,3709.330523952172,95,2748.837703152172,-567,673.7600000000001,67.72,0,30,19,2,0,0,0
2016-11-22,5852.5426,5401.5276,17,24,7,0,2138.1182968508824,60,1588.3539964508825,-529.175,385.92,78.16,0,17,11,0,0,0,0
2016-11-23,6313.7252,5645.675200000002,17,26,4,0,2264.607198283861,65,1721.9226174838611,-741.41,371.16,43.36,0,17,10,2,0,0,0
2016-11-24,5890.832600000002,5443.9826,18,24,3,0,2199.102158328941,60,1606.906662928941,-469.2800000000001,427.12000000000006,22.43,0,18,8,1,0,0,0
2016-11-25,6478.2026,6051.8726,19,23,6,0,2364.9458834355432,57.5,1741.1415780355435,-506,441.40000000000003,79.67,0,19,9,1,0,0,0
2016-11-26,1885.25,1830.13,7,7,1,0,748.5928759379218,17.5,543.8991059379218,-75,149.52,19.88,0,7,5,0,0,0,0
2016-11-27,7015.367800000001,6427.460199999999,21,27,5,0,2608.5544677215435,67.5,1919.778121921543,-748.34760000000006,494.2800000000001,130.44,0,21,12,0,0,0,0
2016-11-28,9807.157799999999,8791.495200000001,28,38,4,0,3634.799940461457,95,2728.4465796614572,-1051.5225999999998,640,35.86,0,28,14,1,0,0,0
2016-11-29,12314.960000000001,11044.205,34,47,12,0,4435.052183344977,117.5,3360.670238344976,-1485.4750000000001,740.0000000000001,184.72,0,34,25,2,0,0,0
2016-11-30,5128.02,4818.58,17,19,3,0,1842.1889166462327,47.5,1326.7500966462326,-368.93,370,59.489999999999995,0,17,11,1,0,0,0
2016-12-01,4023,3816.06,14,15,1,0,1528.614391034106,37.5,1088.448651034106,-250,325,43.06,0,14,5,1,0,0,0
2016-12-02,3816.7,3586.54,13,14,4,0,1370.6141100522832,35,986.1944500522832,-293.1,276.21,62.94,0,13,10,0,0,0,0
2016-12-03,2640.77,2566.9,10,10,1,0,1019.9426934278788,25,727.5025934278788,-118.5,215,22.43,0,10,6,1,0,0,0
2016-12-04,5223.07,5136.524,16,19,5,0,1932.1643491091484,47.5,1407.5051531091483,-126.146,370.00000000000006,39.6,0,16,8,0,0,0,0
2016-12-05,1968.16,1881.16,8,8,1,0,724.9893642941792,20,483.0357242941792,-87,185,0,0,8,3,0,0,0,0
2016-12-06,7104.6826,6767.8926,25,29,3,0,2608.023222415901,72.5,1853.0543370159007,-461,550,42.01,0,25,16,2,0,0,0
2016-12-07,7960.26,7130.369999999999,23,30,2,0,2866.124553360146,75,2115.343823360146,-867.25,535.0000000000001,37.36,0,23,15,0,0,0,0
2016-12-08,5362.65,5215.910000000001,14,20,3,0,1967.4115289748881,50,1472.9401389748882,-341.75,337.2100000000001,195.01000000000002,0,14,9,0,0,0,0
2016-12-09,5412.9526,5350.7526,16,22,3,0,2017.610559062376,55,1490.8387336623762,-216.55,365,154.35,0,16,10,1,0,0,0
2016-12-10,4048.72,3736.46,12,15,0,2,1529.232336351172,37.5,1136.374996351172,-417.8,280,105.53999999999999,0,12,6,1,0,0,0
2016-12-11,4149.09,3948.65,13,16,1,0,1547.9144170094112,40,1118.603567009411,-317.53,310,87.09,0,13,6,0,0,0,0
2016-12-12,5543.8752,5396.8352,16,22,8,0,1970.0713718350632,55,1446.9631510350632,-224,360,76.96000000000001,0,16,10,3,0,0,0
2016-12-13,2866.4926,2789.8426,10,11,3,0,1049.1885208620854,27.5,734.9830854620855,-118.5,230,41.85,0,10,5,0,0,0,0
2016-12-14,9047.779999999997,8826.489999999998,22,34,5,0,3284.779799621685,85,2518.6115896216847,-299.00000000000006,500.00000000000017,77.71000000000001,0,22,16,1,0,0,0
2016-12-15,2672.3577999999998,2623.7378,7,10,3,0,954.9646967050504,25,720.8763005050504,-68.5,155,19.88,0,7,2,2,0,0,0
2016-12-16,3063.41,2992.7000000000003,12,12,4,0,1179.1828736531538,30,828.7945736531536,-130.5,260,59.79,0,12,8,0,0,0,0
2016-12-17,4033.9726,3893.6526,13,15,5,0,1497.1986875437537,37.5,1079.7827621437539,-162,300,21.68,0,13,5,2,0,0,0
2016-12-18,5087.48,4934.58,16,19,5,0,1844.3214780011358,47.5,1335.5186580011357,-243.5,360,90.6,0,16,10,0,0,0,0
2016-12-19,2745.99,2722.85,9,10,1,0,992.2515568314725,25,710.2889068314726,-50,200,26.86,0,9,5,1,0,0,0
2016-12-20,3097.1126,3003.7126,12,12,2,0,1277.3919071093085,30,919.3842417093084,-123.4,267.3,0,0,12,7,0,0,0,0
2016-12-21,2154.69,2126.9700000000003,7,8,2,0,762.6356929858123,20,533.5535629858123,-93.5,165,65.78,0,7,3,0,0,0,0
2016-12-22,1654,1599.93,5,6,0,0,569.0965370094109,15,394.748567009411,-75,126.15,20.93,0,5,1,0,0,0,0
2016-12-23,2887.9,2781.58,9,11,0,0,1051.1754701477216,27.5,761.0596501477216,-125.00000000000004,206.15,18.68,0,9,5,0,0,0,0
2016-12-24,1122,1160.56,4,4,1,0,392.2629918932185,10,271.2567518932185,0,86.15,38.56,0,4,3,0,0,0,0
2016-12-25,3633.76,3147.564,12,17,0,0,1486.9850677462532,42.5,1123.7057117462532,-538.186,266.9,51.989999999999995,0,12,7,1,0,0,0
2016-12-26,1846.98,1762.51,7,8,0,0,761.6025231932773,20,533.4897331932773,-140.5,174.6,56.03,0,7,2,0,0,0,0
2016-12-27,3535.7200000000003,3413.15,12,13,1,0,1280.0390918669345,32.5,895.6577418669345,-143.5,281.5,20.93,0,12,6,1,0,0,0
2016-12-28,4454.88,4242.67,14,17,0,0,1677.6032346558704,42.5,1208.3658046558705,-308,341.09999999999997,95.78999999999999,0,14,8,0,0,0,0
2016-12-29,715.26,701.76,3,3,0,0,261.60854,7.5,176.9075,-43.5,63.449999999999996,0,0,3,3,0,0,0,0
2016-12-30,3812.0626,3528.6946,12,14,3,2,1353.8047313248424,35,968.4725879248425,-366.028,278.79999999999995,82.66,0,12,7,1,0,0,0
2016-12-31,2758.4926,2673.4926,9,10,5,1,999.5580851198879,25,693.6767997198879,-85,225.35,0,0,9,3,0,0,0,0
2017-01-01,2194.3,2190.21,7,8,0,0,861.1452183245824,20,637.1791283245824,-93.5,158.04999999999998,89.41,0,7,6,0,606.99,198.6561524390244,0
2017-01-02,5378.95,5263.03,18,20,4,2,2015.846851254332,50,1426.518981254332,-256.4,430.7,58.28,0,18,10,0,2047.92,462.41037016548347,1
2017-01-03,7206.002599999999,6810.4926,23,27,7,2,2631.441646051395,67.5,1894.3873606513946,-452.7499999999999,531.4499999999999,57.239999999999995,0,23,14,2,2040.7526,511.99544482055137,0
2017-01-04,6084.6,5828.99,21,22,4,3,2183.056362646024,55,1523.265652646024,-310.9,484.15,55.29,0,21,14,0,1999.29,525.1825148809525,0
2017-01-05,7830.04,7490.45,24,29,3,3,2947.8894221434325,72.5,2119.3663721434327,-415.5,602.6,75.91,0,24,9,1,3396.7799999999997,925.6689880686672,2
2017-01-06,8506.959999999995,8983.560000000005,21,32,2,1,3033.033515354801,80,2233.760275354801,-180.5,529.15,318.4800000000001,338.62,21,12,2,4494.49,369.385002675992,0
2017-01-07,6253.34,6125.77,20,23,4,5,2238.098113291744,57.5,1570.5507832917442,-225,483,67.43,0,20,10,0,2829.39,631.8393299735861,3
2017-01-08,6808.8252,6564.3592,22,26,5,2,2604.765521775252,65,1861.299104975252,-287.826,545.3,43.36,0,22,9,0,4161.877,1011.5048916387915,1
2017-01-09,7721.32,7359.68,27,29,4,1,2908.317409065614,72.5,2050.1366890656136,-397.5,636.05,35.86,0,27,15,0,2734.94,701.938534137648,0
2017-01-10,6285.1926,6244.1526,21,23,6,3,2371.0748223254773,57.5,1693.9443969254771,-218.5,489.15,117.46000000000001,0,21,14,0,1583.03,412.7130574812962,1
2017-01-11,7177.7326,6952.022600000001,22,27,5,5,2560.9647567445736,67.5,1805.956101344574,-328.25,545.3,102.53999999999999,0,22,11,0,3606.51,731.7470810290658,2
2017-01-12,8796.6126,8451.1026,30,34,3,1,3401.319494509062,85,2436.537519109062,-411,709.5,65.49,0,30,17,1,3610.18,976.6174511447348,0
2017-01-13,8281.85,7938.17,24,31,5,3,3082.6619080635733,77.5,2247.3549780635735,-428.3,595.8,84.62,0,24,11,2,4578.25,938.3581757673787,2
2017-01-14,12138.885199999999,11823.7252,37,47,9,9,4501.318768116586,117.5,3238.4307373165866,-466.15,905.9,98.78999999999999,0,37,20,0,6232.68,1321.3915784952937,4
2017-01-15,9128.1752,8911.1652,35,37,11,3,3560.486550757359,92.5,2496.6127599573592,-299,794.3499999999999,51.989999999999995,0,35,25,1,3618.6252,1000.4781485879333,1
2017-01-16,13650.64,13336.79,41,53,6,0,5024.23374279801,132.5,3624.44183279801,-442.5,997.125,128.6500000000001,0,41,20,2,5827.32,1506.9864108434147,0
2017-01-17,9351.1626,8959.6926,31,36,7,2,3415.1422906477696,90,2455.46120524777,-450.5,689.05,59.03,0,31,22,1,2820.7826,782.6530012991697,0
2017-01-18,10899.8552,10662.3652,35,42,7,5,3985.516504557549,105,2857.7079137575492,-394.4,806,156.91,0,35,20,2,6859.01,1724.4815788139897,1
2017-01-19,6755.68,6473.74,24,26,3,4,2595.2652864654447,65,1847.8268264654446,-382,551.9,40.06,0,24,11,2,2994.49,848.0417749576319,2
2017-01-20,12108.7952,11816.1652,36,47,3,7,4522.863840245874,117.5,3272.095049445874,-372,894,79.37,0,36,11,1,6453.2026,1238.0948852279228,4
2017-01-21,7386.77,7044.7,26,29,3,3,2744.5653596773077,72.5,1925.069059677308,-357,606.5,14.93,0,26,13,0,4274.25,948.5016136960913,1
2017-01-22,12009,11832.1,39,47,7,2,4339.4337434565805,117.5,3082.4528434565805,-312,899.75,135.1,0,39,22,1,7654.26,1412.8583981434947,1
2017-01-23,13731.909999999998,13488.199999999999,37,50,11,7,4956.621817005444,125,3685.604017005445,-438.5,864.86,164.79000000000002,0,37,19,2,6592.16,1795.1863438247315,4
2017-01-24,10640.51,10259.43,37,41,6,5,3956.102791346766,102.5,2837.029321346766,-445,809.25,63.92,0,37,25,2,3290.68,939.201098316131,0
2017-01-25,8928.8452,8602.1952,31,34,5,5,3447.7436215745165,85,2484.7199607745165,-431.3,703.36,104.65,0,31,17,1,3216.31,786.8277546593929,2
2017-01-26,7779.99,7418.47,28,30,6,1,2885.3041506288328,75,2019.1685206288332,-427,642,65.48,0,28,12,3,2864.22,910.7863512941694,1
2017-01-27,5513.89,5265.73,20,22,3,3,2070.2539570234435,55,1475.9477870234437,-354,435,105.84,0,20,14,1,1020.9200000000001,272.5849102748329,2
2017-01-28,6215.28,6035.76,19,23,3,2,2300.5396870443346,57.5,1693.242647044335,-197.9,425.36,18.38,0,19,14,0,2051.25,546.7911107142857,0
2017-01-29,15301.91,14909.019999999999,46,61,6,17,5626.85316977551,152.5,4094.69158977551,-668.4,1081.5,245.51,0,46,26,0,7161.22,1434.809307951327,5
2017-01-30,16236.4426,15954.0426,45,58,9,8,5693.292400584767,145,4160.755165184767,-783,1052.47,137.94,280.46,45,25,3,6877.12,1495.4096273262119,1
2017-01-31,9958.36,9784.62,34,38,2,1,3701.521431640923,95,2632.2574516409227,-539.75,774.11,98.34,267.67,34,21,0,5666.15,1178.090208040306,0
2017-02-01,14375.73,13733.77,48,54,6,0,5362.094575774646,135,3840.005245774646,-804.9,1107.61,162.94,0,48,24,3,6369.55,1639.4519364757414,0
2017-02-02,14240.1226,13787.2926,41,52,7,6,5088.936534287652,130,3717.035048887651,-537.3,956.47,84.47,0,41,22,1,5600.61,1308.238044164065,1
2017-02-03,10651.2326,10208.1226,38,42,4,9,4163.644351669613,105,2990.508796269613,-604,864.5,100.89,0,38,20,2,3689.79,1006.0559798509993,6
2017-02-04,12674.8826,12169.5826,43,45,6,12,4786.138151462701,112.5,3457.140256062701,-645.5,962.58,140.2,0,43,23,4,3509.96,931.7316543322429,4
2017-02-05,16211.4326,15866.1426,46,63,6,15,6006.132322656569,157.5,4435.6141872565695,-445.8,1091.5,40.51,0,46,25,3,9454.76,1794.6543863869542,5
2017-02-06,13434.2126,12650.3686,45,53,10,3,4996.6707566311015,132.5,3575.830067231102,-920.504,1038.08,84.46000000000001,0,45,24,3,7533.648,1467.3602194618454,0
2017-02-07,16702.037800000002,16453.967800000002,51,65,8,13,6182.07905964194,162.5,4531.8506601086065,-702.0000000000001,1153.5633333333333,134.94,288.99,51,33,1,6839.2126,1630.2649978413685,5
2017-02-08,12603.5452,12065.4752,41,50,7,13,4770.667167287126,125,3454.2983864871258,-579.4,951.47,19.13,0,41,24,1,7827.52,1433.333099996129,6
2017-02-09,13627.31,12971.99,43,50,8,12,4984.579561775059,125,3599.506851775059,-704,993.885,18.68,0,43,25,1,4919.35,1131.32129637674,4
2017-02-10,8876.7326,8556.2626,31,35,6,7,3411.27844281156,87.5,2444.28682741156,-444,708.36,101.33,0,31,18,0,3711.81,1006.9541581990424,4
2017-02-11,9478.1526,9223.1026,32,35,5,8,3533.7216006533445,87.5,2547.7516252533446,-393.50000000000006,708,138.45,0,32,22,1,2624.15,815.018060897436,1
2017-02-12,17391.4426,16679.3066,58,67,9,13,6459.333038717169,167.5,4620.423147317169,-800.506,1335.11,88.37,0,58,32,1,7667.8,1905.5684919861233,6
2017-02-13,16215.033,15621.882999999998,49,61,14,8,5829.254237488935,152.5,4243.534630488935,-732,1114.385,138.85,0,49,31,3,4495.55,1215.4124017792933,3
2017-02-14,13292.5152,12980.1852,39,51,10,6,5016.777554683888,127.5,3688.472183883888,-510.5,936.58,198.1700000000001,0,39,22,0,6518.21,1504.1798455411745,4
2017-02-15,13061.9426,12530.9826,44,50,6,10,4775.07013613756,125,3400.486640737561,-584.9,996.185,53.94,0,44,25,2,5401.2352,1250.741093403965,3
2017-02-16,14449.0726,14059.3526,49,57,7,4,5413.5133687941025,142.5,3866.257143394103,-630.5,1122.435,210.78,0,49,31,1,5245.19,1041.4708763330755,1
2017-02-17,8620.59,8310.22,27,32,3,3,3284.1338747464088,80,2406.297494746409,-404.5,627.24,94.13000000000011,0,27,16,0,3576.58,571.47544901192,1
2017-02-18,13548.71,13238.954,45,52,9,8,5182.5726139282515,130,3765.794614594918,-501.026,1017.2483333333333,161.26999999999998,0,45,29,1,3594.57,1053.5202473535742,1
2017-02-19,13067.7726,12551.5626,44,49,6,6,4906.711873618813,122.5,3534.3915582188124,-604.5,993.625,88.28999999999999,0,44,28,1,4859.99,1292.5646524384028,2
2017-02-20,15782.76,15536.67,54,60,6,14,5894.079677176,150,4231.036247175999,-779.3,1194.48,134.21,399,54,40,0,6697.34,1429.0494449553698,5
2017-02-21,16944.1326,16388.1726,50,64,8,16,6243.878432394185,160,4564.8230936608525,-768.3,1184.5983333333334,212.34,0,50,30,1,8511.47,1986.765301339725,6
2017-02-22,14604.3,14077.499999999998,43,54,5,13,5207.315965543705,132.5,3766.786798877038,-694,1016.3816666666667,137.2,0,43,26,1,7227.36,1156.6142883321595,2
2017-02-23,16646.8352,15972.1452,50,63,5,3,6109.362090992743,157.5,4403.234880192744,-715.5,1224.035,40.81,0,50,21,2,7937.92,1672.5000136537542,1
2017-02-24,14083.26,13457.7,47,55,5,4,5362.728520364775,137.5,3854.5002203647755,-696,1101.455,48.24,0,47,27,2,5081.7726,1624.9408700244037,1
2017-02-25,16929.45,16352.560000000001,51,63,9,9,6252.477165634399,157.5,4568.472925634399,-657,1190.8799999999999,80.11,0,51,34,2,4815.1,1288.6429505678566,2
2017-02-26,24611.3552,23684.8752,80,95,19,11,9029.713354158186,237.5,6469.516973358186,-1059,1844.8349999999998,102.52000000000001,0,80,55,1,9138.08,2241.764785134824,4
2017-02-27,24872.857799999998,23904.627800000002,71,93,16,12,8972.573787148429,232.5,6530.169580948429,-1177.5,1721.2699999999998,187.07,0,71,41,1,10706.6826,2169.5787683579674,4
2017-02-28,21813.5826,21462.0726,61,81,12,6,8135.755620902195,200,6016.475515502195,-764.1,1472.8799999999999,97.59,315,61,35,2,10971.0384,2340.2916863330465,4
2017-03-01,30472.5926,29689.3426,90,117,18,23,11307.426792460303,292.5,8203.375857060304,-1166,2207.9599999999996,382.75,0,90,47,3,14755.83,3364.213057539227,9
2017-03-02,26481.39,25548.284,78,100,10,22,9993.104093832562,250,7344.633857832562,-1291.106,1877.57,358,0,78,45,2,12210.35,2403.61049415082,8
2017-03-03,11909.93,11424.63,39,45,9,7,4320.519752245606,112.5,3047.0254822456054,-628.5,928.68,143.2,0,39,18,2,5333.9,1375.716836319112,1
2017-03-04,19341.01,18672.2,65,73,10,8,7343.596754534697,182.5,5273.882954534697,-870.8,1506.32,171.99,0,65,41,1,7451.37,1763.1833687930234,3
2017-03-05,38212.63,36826.95,119,148,12,29,14427.50117309299,370,10497.242956426322,-1892.6,2817.8766666666666,424.71999999999997,0,119,72,3,14121.880000000001,3333.8174810981454,7
2017-03-06,28913.92,28243.64,93,113,18,10,10874.894737325165,282.5,7806.109177325166,-1249,2215.8199999999997,332.55,246.17,93,52,4,11052.81,2426.772180960225,6
2017-03-07,32477.1026,31290.262600000002,99,122,17,17,11824.307119437934,305,8528.861504037934,-1583,2351.428,396.15999999999997,0,99,57,5,12688.53,2726.0396698105633,5
2017-03-08,30982.649999999998,30184.28,91,116,16,16,11462.79435162604,290,8388.643564959373,-1268.9,2164.0066666666667,410.5299999999999,0,91,53,3,15494.68,3124.152548393248,6
