Date,Gross Revenue,Net Sales,Orders,Units,Customized Units,Re-fulfilled Units,COGS,Packaging Materials,Product Cost,Discounts,Shipping,Taxes,Other Adjustments,Transactions,New Customers,Repeat Customers,Returns,Inventory Returns,Refulfilled Return Units
2017-06-30,4673.7766,4460.6606,18,19,8,1,1799.911756412314,47.5,1213.232599012314,-330.586,451.62,117.47,0,18,8,1,1918.0386,514.5688076986735,0
2017-07-01,4393.856,4315.025999999999,14,18,6,4,1720.7085175387645,45,1233.9127635387645,-130.5,356.26,21.67,0,14,5,2,0,0,0
2017-07-02,7098.04,7009.27,23,28,7,1,2703.788792252391,70,1937.5499622523907,-290.6,554.57,81.83,0,23,18,0,0,0,0
2017-07-03,7161.9252,6891.3652,25,29,4,2,2815.914024897072,72.5,1982.614434097072,-338.75,624.75,68.19,0,25,12,3,0,0,0
2017-07-04,5427.822600000001,5246.572600000001,19,22,6,1,2055.8071595942806,55,1432.8465541942808,-294.42,464.21,53.17,0,19,13,2,0,0,0
2017-07-05,8181.572599999999,7870.802599999999,29,34,6,7,3245.5986712356666,85,2292.0353958356663,-416,715.11,75.23,0,29,20,2,0,0,0
2017-07-06,6177.534,5869.664,23,24,7,2,2463.277732799898,60,1741.2874767998978,-381.6,544.57,13.73,0,23,16,2,0,0,0
2017-07-07,7452.2726,7050.4152,27,28,7,2,2772.9970309922837,70,1910.2049901922837,-458,649.93,18.75,7.3926,27,19,1,0,0,0
2017-07-08,6699.07,6826.240000000001,19,24,3,4,2372.9422728835584,60,1658.5713128835582,-230.5,509.21,118.67,239,19,8,0,0,0,0
2017-07-09,6706.9326,6460.466600000001,20,26,6,3,2499.2765276215264,65,1777.3229962215264,-331.746,526.8,55.28,0,20,9,1,0,0,0
2017-07-10,8767.98,8551.44,29,33,7,6,3218.995007693197,82.5,2235.9932476931967,-364,725.11,117.46000000000001,0,29,19,0,0,0,0
2017-07-11,9110.9,8843.29,26,36,5,9,3401.30185451529,90,2456.70644451529,-364,677.34,96.39,0,26,14,2,0,0,0
2017-07-12,4962.82,4731.9,18,20,3,4,1999.159438377354,50,1407.4343383773542,-250.8,448.5,19.88,0,18,8,2,0,0,0
2017-07-13,8944.489800000001,8352.959800000002,26,37,8,8,3320.0504672933266,90,2396.234633093327,-724.5200000000003,670.78,102.99,0,26,14,2,0,0,0
2017-07-14,4702.4252,4541.6152,18,18,5,2,1742.430271269745,45,1158.703430469745,-218.5,446.62,57.69,0,18,10,0,0,0,0
2017-07-15,5818.6926,5658.6726,22,23,7,5,2212.7525195586622,57.5,1504.7710141586622,-214.7,536.98,24.68,0,22,14,1,0,0,0
2017-07-16,6434.7346,6236.4172,24,27,3,4,2644.0348735360017,67.5,1849.478774736002,-218.1974,605.6,19.88,0,24,13,1,0,0,0
2017-07-17,7105.5960000000005,6740.0960000000005,23,28,7,8,2700.585073442366,70,1922.152289442366,-365.5,574.57,0,0,23,12,2,0,0,0
2017-07-18,9584.74,9629.670000000002,28,37,7,7,3600.09239018448,92.5,2562.2119601844797,-433.3,747.52,185.13,233.1,28,12,2,0,0,0
2017-07-19,11681.996600000002,10165.810600000004,32,45,9,22,4146.54182451305,110,3023.253317113051,-1547.986,815.28,31.8,0,32,18,1,0,0,0
2017-07-20,11173.279999999997,10004.463999999994,28,43,8,11,3880.849291549277,107.5,2884.139835549277,-1736.6060000000002,693.68,41.19,460,28,20,2,0,0,0
2017-07-21,13239.800000000001,11604.690000000002,37,51,8,6,4811.884835983387,127.5,3561.4388259833877,-1950.1899999999998,898.61,105.08,0,37,23,3,0,0,0
2017-07-22,7865.34,7546.47,25,29,5,4,2975.035614098834,72.5,2156.3179840988337,-509.5999999999999,591.17,49.730000000000004,21,25,17,1,0,0,0
2017-07-23,13320.939200000004,10671.0326,31,53,21,16,4734.045214674665,132.5,3619.3952692746643,-2721.4566,789.29,71.55,0,31,13,4,0,0,0
2017-07-24,15098.504400000002,12922.111799999999,34,59,21,1,5382.54208109032,147.5,4159.80083889032,-2440.3526,830.3000000000001,173.96,0,34,20,5,0,0,0
2017-07-25,11012.158,10159.348,31,44,8,3,4067.334243751825,110,3005.4231517518247,-1314.6200000000003,754.09,166.81,265,31,15,4,0,0,0
2017-07-26,13456.193799999997,11857.553800000002,33,49,10,7,4872.753961396913,122.5,3708.494901196913,-1701.7000000000005,805.69,73.06,0,33,19,3,0,0,0
2017-07-27,15795.235200000001,13537.739199999996,32,60,14,7,5142.8030136085845,140,3912.9685768085847,-2456.696,820.44,80.4,0,32,16,1,0,0,0
2017-07-28,13006.5492,10802.6478,31,50,9,7,4719.649105146797,125,3655.8623189467976,-2282.4514,735.51,65.11,-16.56000000000001,31,19,3,0,0,0
2017-07-29,10329.828599999997,9255.522000000004,28,42,11,4,3830.608080020209,105,2879.517942020209,-1255.9265999999998,670.08,151.62000000000006,0,28,19,0,0,0,0
2017-07-30,14182.898200000005,11662.773000000003,33,58,17,8,5107.180624738828,145,3952.1102077388277,-2600.0052,799.45,79.88,0,33,21,1,0,0,0
2017-07-31,24829.463799999998,21140.2778,58,99,27,8,8875.111725066276,247.5,6827.603668866275,-4414.036,1404.74,170.32999999999998,494.5199999999999,58,34,3,0,0,0
2017-08-01,11190.605199999998,11004.6752,36,43,14,2,4230.480798583908,107.5,3071.365217783908,-675.36,827.08,251.4299999999999,208,36,20,6,0,0,0
2017-08-02,7297.7658,7070.1658,27,29,8,6,2845.5965086472033,72.5,2009.0517004472035,-311,622.8100000000001,53.400000000000006,0,27,16,1,0,0,0
2017-08-03,12950.7352,12831.4752,42,50,10,6,4742.906893354567,125,3362.5341125545665,-673.1,993.26,129.84,274,42,23,2,0,0,0
2017-08-04,10715.772,10376.092,36,41,7,0,4071.810417723005,102.5,2901.523749723005,-432.4,857.08,92.72,0,36,19,2,0,0,0
2017-08-05,11065.262599999998,10901.612599999999,27,43,7,0,3891.0358777048573,102.5,2884.7791123048573,-409.3,677.81,215.64999999999992,0,27,13,2,0,0,0
2017-08-06,9279.3892,9430.2692,33,34,7,0,3623.045768822522,85,2585.3779620225223,-595.5,753.99,155.42,590.96,33,21,0,0,0,0
2017-08-07,14149.5,14267.69,46,55,6,0,5149.737455647861,132.5,3627.69444564786,-794.8,1092.38,100.93,782.059999999999,46,25,2,0,0,0
2017-08-08,14259.463999999998,13965.454000000002,41,53,7,0,5279.189487682498,132.5,3851.0613216824986,-523,1007.23,178.53,-1.74,41,22,2,0,0,0
2017-08-09,10747.65,10272.41,31,39,11,0,3882.4867719166896,97.5,2836.4868819166895,-558.65,736.4,53.41,0,31,19,0,0,0,0
2017-08-10,8170.534,8192.948,24,29,4,0,3017.375313651133,72.5,2186.359821651133,-349.096,584.72,72.51,299,24,11,2,0,0,0
2017-08-11,11300.3326,10974.742600000001,34,43,8,0,4263.265609285778,107.5,3132.0780738857775,-450,800.02,142.78,-18.369999999999962,34,24,1,0,0,0
2017-08-12,8485.354,7979.884000000002,24,32,8,4,3071.066485314524,80,2281.3898493145243,-606.5000000000002,548.66,101.03,0,24,17,1,0,0,0
2017-08-13,8063.4252,7723.2992,26,30,6,8,2953.375458977051,72.5,2098.9197821770513,-454.306,621.78,114.18,0,26,13,1,0,0,0
2017-08-14,14683.0358,14956.353800000003,44,57,16,8,5478.038521579833,142.5,3992.4142613798335,-732.472,1034.79,221.7899999999999,784,44,21,5,0,0,0
2017-08-15,8815.2166,8695.3066,30,34,6,4,3331.6456791076143,85,2353.3817877076144,-330.6,715.9000000000001,158.49,0,30,16,1,0,0,0
2017-08-16,11501.5506,11000.340600000001,39,45,5,8,4402.272706788541,110,3155.952829388541,-611.61,914.11,80.4,0,39,22,1,0,0,0
2017-08-17,7195.2126,7035.9926000000005,26,28,8,4,2709.1440901472815,70,1894.920304747282,-261,601.78,101.78,0,26,17,0,0,0,0
2017-08-18,9899.295199999999,9448.4352,30,40,8,0,3680.9771578142236,100,2689.602537014224,-555.8,705.37,74.94,0,30,18,1,0,0,0
2017-08-19,7866.204599999999,7540.954600000001,25,30,6,3,3015.9721200483723,75,2214.1244366483725,-365.6,574.16,40.35,0,25,16,1,0,0,0
2017-08-20,7424.560000000001,7076.560000000001,23,28,6,5,2740.9696725082777,70,1975.7794325082775,-348,551.57,0,0,23,13,1,0,0,0
2017-08-21,13239.1092,12769.7638,45,49,15,14,5091.474908206894,122.5,3641.691758006894,-593.2454,1064.76,93.9,0,45,25,0,0,0,0
2017-08-22,13904.23,13577.35,40,52,7,17,5133.483961655594,130,3750.890811655594,-617.9,973.2499999999999,231.02,0,40,22,0,0,0,0
2017-08-23,11479.039199999997,11478.2218,37,44,11,6,4307.235511761376,110,3099.947079561376,-550.4,861.22,258.63,260.9526,37,22,2,0,0,0
2017-08-24,15976.661800000002,15902.2618,41,60,12,9,5855.568040755912,150,4335.832448555912,-553.41,1040.57,250.0100000000001,199,41,21,1,0,0,0
2017-08-25,7978.69,7550.82,24,29,7,4,2771.9576589519147,72.5,1984.1038789519143,-472.5,560.1800000000001,44.63,0,24,11,2,0,0,0
2017-08-26,8218.210000000001,7986.379999999999,24,30,10,8,2938.191483813933,75,2133.9964638139327,-431.5,563.5899999999999,169.67,0,24,13,2,0,0,0
2017-08-27,6031.74,5702.99,23,23,5,3,2322.6531715556134,57.5,1615.1564615556138,-425.95,535.21,58.2,9,23,11,0,0,0,0
2017-08-28,14196.6426,13451.952600000002,40,56,5,6,5176.499443613609,140,3793.5328182136095,-641.5,976.0599999999998,139.8099999999999,-242.9999999999999,40,23,0,0,0,0
2017-08-29,12054.8866,11699.7706,39,46,6,12,4626.052170458233,115,3334.748823058233,-470.026,938.2099999999999,84.91,0,39,15,3,0,0,0
2017-08-30,9617.0232,9022.2632,32,38,11,2,3666.739596408137,95,2642.163963608137,-624.76,751.53,0,0,32,19,0,0,0,0
2017-08-31,9827.405999999999,9521.5546,30,39,12,1,3646.705909209793,97.5,2673.880825809793,-479.41139999999996,684.9999999999999,113.56,0,30,21,3,0,0,0
2017-09-01,10044.824,9696.331999999999,30,38,6,0,3776.2711314430294,95,2793.6775034430293,-428.832,689.9999999999999,80.34,0,30,18,2,0,0,0
2017-09-02,7410.2746,7249.3846,28,32,6,3,2928.4015814987547,80,2054.5694280987545,-223,654,32.11,0,28,14,1,0,0,0
2017-09-03,8369.249999999998,8064.048399999999,26,33,6,5,3272.080346591109,82.5,2405.322942991109,-426.1116,622.9999999999999,120.91,0,26,14,1,0,0,0
2017-09-04,16241.164,15583.514,54,64,12,4,6066.3755398087205,160,4388.25363380872,-844.94,1207,159.17,-1.88,54,42,1,0,0,0
2017-09-05,8099.1384,7717.6664,28,33,7,3,3022.7501787652463,82.5,2155.0378531652464,-381.472,634,0,0,28,19,1,0,0,0
2017-09-06,11062.484000000004,10684.217999999995,29,42,6,3,3984.4994598243024,105,2947.5571378243026,-443.06600000000003,714.5,34.8,0,29,17,0,0,0,0
2017-09-07,13678.2846,13539.414599999998,38,53,8,0,4966.3905861800195,132.5,3678.8475627800194,-465.5,878.9999999999999,34.370000000000005,292.26,38,31,0,0,0,0
2017-09-08,10517.502600000002,9827.162600000001,25,40,6,0,3667.014197634236,100,2722.526482234236,-586.3000000000002,647.4999999999998,94.96000000000011,-228.9999999999999,25,13,0,0,0,0
2017-09-09,8515.3366,8268.1266,29,32,9,3,3185.872716708198,80,2281.997045308198,-348,654.5,116.79,-16,29,18,1,0,0,0
2017-09-10,10055.2746,9581.5246,36,40,5,2,3937.966787765053,100,2820.102574365053,-575.1,828,101.35,0,36,17,2,0,0,0
2017-09-11,9859.6266,9551.1865999999991,29,39,11,4,3664.363468677204,97.5,2691.179057277204,-410,684.5,71.56,0,29,16,1,0,0,0
2017-09-12,11182.124,10611.2306,37,43,5,7,4158.831693188004,107.5,2979.706005788004,-621.4434,858.4999999999999,20.55,0,37,21,2,0,0,0
2017-09-13,8595.724600000001,8313.924600000002,24,34,12,0,3119.624706097079,85,2311.3208926970797,-352.6,556.9999999999998,40.8,0,24,15,2,0,0,0
2017-09-14,10036.0652,9644.8872,31,38,10,0,3749.575554354918,95,2712.973825554918,-421.178,745.5,0,0,31,16,0,0,0,0
2017-09-15,7754.5,7471.73,28,30,3,0,3083.7722292433205,75,2199.0920592433204,-332.5,658.9999999999999,49.730000000000004,0,28,11,2,0,0,0
2017-09-16,8457.729200000002,8048.959200000001,26,35,7,0,3184.209311901894,87.5,2292.2894951018943,-449.5,647.9999999999999,40.730000000000004,0,26,11,1,0,0,0
2017-09-17,5767.17,5572.77,22,22,6,0,2253.1730151957727,55,1603.9626851957726,-303.5,481,109.1,0,22,14,2,0,0,0
2017-09-18,13783.6892,13331.379199999998,46,53,10,0,5268.586646631629,132.5,3798.076649831629,-645.15,1068,162.84,0,46,26,2,0,0,0
2017-09-19,11008.7766,10659.4566,30,40,12,0,4026.6969852115826,100,2970.5727438115828,-462.5,734.9999999999999,74.87,38.31000000000002,30,13,2,0,0,0
2017-09-20,8372.06,8024.474,29,33,6,0,3161.7242216215645,82.5,2239.6144756215645,-356.166,679.4999999999999,21.38,-35,29,15,1,0,0,0
2017-09-21,9596.9426,9408.6926,30,37,9,0,3658.480685180126,92.5,2654.528599780126,-336,720,216.25,-68.5,30,15,1,0,0,0
2017-09-22,6682.4066,6477.6312,21,26,8,0,2457.227872342345,65,1786.076567542345,-248.5754,475.5,13.8,0,21,11,3,0,0,0
2017-09-23,6020.699999999999,5579.453999999999,19,23,4,0,2248.392751293859,57.5,1660.188585293859,-212.246,419.49999999999994,0,-229,19,15,1,0,0,0
2017-09-24,11976.0126,11581.9926,34,44,9,0,4368.177060452771,110,3217.099275052771,-459.5,802,35.480000000000004,0,34,23,0,0,0,0
2017-09-25,16071.4598,15470.239800000001,46,59,10,0,5852.170428828852,147.5,4282.833474628852,-741,1103,185.02,-45.24,46,25,0,0,0,0
2017-09-26,9189.3426,9123.5166,32,36,13,0,3573.4253960180254,90,2572.0434146180255,-402.836,726,63.150000000000006,213.86,32,19,2,0,0,0
2017-09-27,10012.4552,9495.215199999999,35,40,10,0,3735.5019622331533,100,2675.6407214331534,-585.05,772.5,67.81,0,35,21,3,0,0,0
2017-09-28,5250.224,5021.884,19,20,4,0,1953.8927981538757,50,1372.7581621538757,-274,429.5,40.66,-25,19,11,1,0,0,0
2017-09-29,5366.7726,5157.9826,18,20,4,0,2061.829926322219,50,1472.248430922219,-249,434,40.21,0,18,7,0,0,0,0
2017-09-30,6295.6246,5926.8332,24,25,6,0,2505.130853436254,62.5,1808.7526906362536,-417.8414,517,19.05,0,24,18,2,0,0,0
2017-10-01,7293.6006,6759.770600000001,25,29,8,0,2803.8017459861217,72.5,2041.5683985861217,-533.83,557.4999999999999,0,0,25,17,1,0,0,0
2017-10-02,9957.607999999998,9600.462,32,39,6,0,3724.383996450814,97.5,2683.270598450814,-465.306,751,78.16,0,32,18,2,0,0,0
2017-10-03,4223.374,4152.034,16,17,1,0,1609.960685049388,42.5,1131.451699049388,-124,353,52.66,0,16,11,0,0,0,0
2017-10-04,9452.926599999999,9183.2166,28,36,6,0,3483.690468119572,90,2547.5771867195717,-436,658.9999999999998,114.09,0,28,17,2,0,0,0
2017-10-05,8183.373999999998,7972.403999999999,24,31,6,0,3011.8369404319583,77.5,2209.337224431958,-335.09999999999997,561.9999999999998,124.1300000000001,0,24,13,1,0,0,0
2017-10-06,8957.7732,8593.7372,31,35,9,0,3595.1159623192216,87.5,2619.8975835192214,-354.586,715.4999999999999,19.05,-58.5,31,19,0,0,0,0
2017-10-07,6914.6286,6692.7786,23,27,5,0,2692.371521351058,67.5,1983.680941951058,-299.71,506.5,77.86,0,23,16,0,0,0,0
2017-10-08,8884.4952,8573.8352,28,34,6,0,3435.6894316329963,85,2517.8482108329963,-355.59,659,14.93,0,28,17,0,0,0,0
2017-10-09,7345.8066,7044.8566,29,31,8,0,2916.6744416386277,77.5,2058.573600238628,-351.2,644.5,20.25,0,29,20,1,0,0,0
2017-10-10,9992.9926,9586.4486,31,36,8,0,3700.9033176625085,90,2726.5963082625085,-584.394,685.5,147.85,0,31,22,1,0,0,0
2017-10-11,9836.6752,9488.2192,31,39,5,0,3955.8615780032196,97.5,2953.5032212032197,-447.50600000000003,715.5,20.55,18.5,31,16,4,0,0,0
2017-10-12,9259.199200000003,8782.911200000002,30,39,8,0,3823.0427632868004,97.5,2866.6383384868004,-558.8679999999999,690,52.58,0,30,19,4,0,0,0
2017-10-13,9713.834,9258.444,22,38,6,0,3346.0214016945056,95,2530.1265256945057,-619.9000000000001,535.9999999999999,178.5099999999999,-14,22,13,3,0,0,0
2017-10-14,5418.2226,5093.5846,23,24,7,0,2182.1067535916795,60,1530.6928001916797,-359.478,496.5,34.84,0,23,17,2,0,0,0
2017-10-15,8873.836599999999,8412.264599999999,31,37,11,0,3449.7341612771806,92.5,2519.1784878771805,-538.612,675.5,77.03999999999999,0,31,23,4,0,0,0
2017-10-16,8208.154,7787.414000000001,29,36,5,0,3412.3934570625497,90,2536.2584510625497,-510.3,639.4999999999999,37.36,0,29,21,2,0,0,0
2017-10-17,7498.26,7080.534000000001,22,28,5,0,2867.4749459970258,70,2147.7394599970257,-434.90600000000006,506,17.18,0,22,12,2,0,0,0
2017-10-18,9203.93,8799.704,27,39,3,0,3596.422521468623,97.5,2681.031105468623,-491.15599999999995,648.5,56.93,0,27,17,2,0,0,0
2017-10-19,4113.8926,3995.6326,17,19,4,0,1694.1261424668942,47.5,1189.0527970668943,-202.11999999999995,383.5,53.86,-30.00000000000001,17,10,0,0,0,0
2017-10-20,7027.3052,6754.7492,24,31,9,0,2953.2015463396992,77.5,2201.0138195396994,-376.28599999999994,547,73.73,0,24,16,0,0,0,0
2017-10-21,6195.390399999998,6163.280399999999,19,26,9,0,2343.735604158422,65,1727.700472558422,-224.11,429.5,102,0,19,11,2,0,0,0
2017-10-22,7411.7278,7152.3918,29,31,7,0,2935.83552785232,77.5,2094.61616565232,-376.046,624.5,116.71,0,29,21,3,0,0,0
2017-10-23,7183.864,6719.188,23,27,5,0,2759.123478195647,67.5,2054.667026195647,-483.72599999999994,501.5,19.05,0,23,17,2,0,0,0
2017-10-24,5978.49,5848.18,16,24,3,0,2201.4938122387243,60,1666.6965922387244,-207.50000000000003,358,77.19000000000004,0,16,12,1,0,0,0
2017-10-25,8122.497799999999,7820.0418,24,34,6,0,3310.6965818749172,85,2526.715369674918,-386.60599999999994,546.9999999999998,84.15,0,24,18,0,0,0,0
2017-10-26,6593.62,6358.448,24,28,5,0,2677.1277493050247,70,1982.3327573050249,-319.26200000000006,502,84.09,0,24,20,4,0,0,0
2017-10-27,3323.206599999999,3060.8312,10,13,2,0,1344.281062479967,32.5,1036.616957679967,-279.11539999999997,214.99999999999994,16.74,0,10,9,1,0,0,0
2017-10-28,4242.4466,4127.0006,17,21,4,0,1913.0883789702887,52.5,1423.6053615702886,-167.426,363.5,51.98000000000002,0,17,14,0,0,0,0
2017-10-29,6827.460000000002,6552.778,19,27,1,0,2544.1450692791104,67.5,1896.5145072791106,-316.23199999999997,449.5,41.55,0,19,11,1,0,0,0
2017-10-30,6387.7000000000035,6304.090000000001,17,27,2,0,2316.4382222203667,67.5,1772.0196122203665,-297.9,353.5,214.2899999999999,0,17,15,2,0,0,0
2017-10-31,7185.09,6787.832,24,30,2,0,2852.1608667094597,75,2124.31373870946,-440.768,522,13.51,0,24,17,2,0,0,0
2017-11-01,4162.3326,3908.3326,15,17,2,0,1617.651150278343,42.5,1186.709504878343,-276.8,312.5,22.8,0,15,11,3,0,0,0
2017-11-02,6653.3726,6138.7606,24,29,3,0,2716.0182525746086,72.5,2012.2941951746088,-543.2420000000001,517,23.63,-25,24,19,2,0,0,0
2017-11-03,5475.915200000001,4791.735199999999,16,24,9,0,2147.713644999219,60,1658.5533241992189,-765.73,343,81.55000000000008,0,16,13,1,0,0,0
2017-11-04,7356.804000000002,6643.836,16,29,9,0,2546.39855358484,72.5,2012.0273095848402,-774.998,333,62.03,0,16,12,4,0,0,0
2017-11-05,11603.1332,10754.969200000001,29,50,10,0,4396.729002302643,125,3470.334895502642,-1015.874,599.5,137.71,0,29,26,2,0,0,0
2017-11-06,6615.2366,6252.3666,24,29,5,0,2686.014965867219,72.5,1998.9963344672187,-468.3999999999999,497,75.52999999999996,0,24,22,1,0,0,0
2017-11-07,10202.22,8964.975999999999,31,41,9,0,3707.3761850050287,102.5,2799.5918810050284,-1267.2439999999995,635.5,0,0,31,27,3,0,0,0
2017-11-08,9439.109999999999,8221.744,24,37,10,0,3401.7518380029187,92.5,2660.2212620029186,-1135.9660000000001,491.99999999999994,80.26000000000002,-191.66,24,21,3,0,0,0
2017-11-09,5135.428,4913.408,18,22,4,0,1948.809496516297,55,1430.7206645162971,-292,369,69.97999999999996,0,18,16,2,0,0,0
2017-11-10,8325.604,7321.418000000003,22,32,7,0,2882.072642312747,80,2209.1515203127474,-1122.936,450.99999999999994,118.75,0,22,18,3,0,0,0
2017-11-11,2980.736,2577.142,9,12,3,0,1065.262095970481,30,802.4249779704809,-457.0740000000001,184.5,23.48,0,9,8,1,0,0,0
2017-11-12,5419.05,5230.05,19,22,2,0,2094.9577556262425,55,1547.1863056262423,-248.99999999999997,389.5,0,0,19,18,1,0,0,0
2017-11-13,11275.22,9536.114000000001,27,42,9,0,3960.744816983182,105,3118.097510983182,-1655.3660000000002,553.5,82.36,-166.1,27,27,0,0,0,0
2017-11-14,3495.640000000001,3365.824,12,14,0,0,1309.7648714666657,35,961.9559754666656,-196.12600000000003,246,66.30999999999993,0,12,12,0,0,0,0
